'6','18-10-2013 05:27:58','pt-BR',,'18-10-2013 05:27:58','18-10-2013 05:13:05','177.98.227.229','1','1','1','1','1','A2','A4','A6','5','A4','A3','A4','A2','A3','A4','A4','Suporte técnico de qualidade, incluindo instrutores com alto nível de conhecimento (geralmente desenvolvedores) e suporte ao usuário de qualidade. Isso influencia principalmente na adoção por empresas, onde os usuários podem ser um fator bloqueante na implantação.    Empresas que prestem serviço de migração e consultoria, principalmente para os softwares com uma interação grande com o usuário (uma suíte office ou sistema operacional, em contraste com um servidor web ou de banco de dados onde isso é relevante só para os desenvolvedores e administradores do sistema). Quanto maior a empresa, maior o risco considerado e os custos com os envolvidos no processo migratório é tido muitas vezes como alto e o perigo de dar errado é visto como prejuizo. No caso de ser algo com usuário final como alvo, o processo migratório também ajuda a diminuir a rejeição inicial.','A3','A4','A4','A2','A4',,'A4','A2','A2','A3','A4','A4',,'A4','A3','A3','A3','A4',,'Desenvolvedor','A4',,'1','1','0','0','0','0','0','0','0','0',,'1','1','0','0','0','0','0','0','0','0',,'Salvador','5',,'24'
'52','31-10-2013 16:19:46','pt-BR',,'31-10-2013 16:19:46','31-10-2013 16:13:24','172.16.0.1','1','1','1','0','0','A1','A3','A3','4','A4','A2','A3','A4','A4','A3','A3',,'A3','A4','A3','A3','A2',,'A2','A3','A3','A2','A2','A4',,'A2','A4','A4','A4','A3',,'Estudante / Aluno de Iniciação Científica','A2',,'1','0','0','0','0','0','0','0','1','0',,'0','0','0','0','0','0','0','0','1','0',,'Feira de Santana','5',,'24'
'56','31-10-2013 16:41:04','pt-BR',,'31-10-2013 16:41:04','31-10-2013 16:22:33','200.128.15.130','1','1','0','0','0','A1','A1','A2','4','A4','A4','A4','A4','A3','A3','A3',,'A2','A2','A4','A4','A4',,'A3','A2','A2','A1','A2','A3',,'A3','A4','A4','A3','A1',,'Trainee - Engenheiro de Sistemas Embarcados','A1',,'1','0','0','0','0','1','0','0','0','0',,'1','0','0','0','0','1','0','0','0','0',,'Salvador','5',,'24'
'58','31-10-2013 16:31:26','pt-BR',,'31-10-2013 16:31:26','31-10-2013 16:25:23','177.123.142.24','1','1','0','1','0','A1','A4','A5','4','A2','A2','A2','A1','A3','A2','A2',,'A3','A4','A3','A3','A2',,'A2','A2','A3','A2','A2','A4',,'A3','A3','A3','A4','A2',,'Analista de Sistemas','A3',,'1','0','0','0','0','0','0','0','0','0',,'1','1','0','0','0','0','0','0','0','0',,'Salvador','5',,'24'
'59','31-10-2013 16:34:05','pt-BR',,'31-10-2013 16:34:05','31-10-2013 16:26:52','177.134.234.214','1','1','1','1','0','A1','A2','A3','4','A1','A3','A3','A3','A2','A2','A3',,'A1','A3','A2','A3','A1',,'A3','A2','A1','A2','A1','A3',,'A3','A2','A3','A3','A2',,'Engenheiro de Software','A3',,'1','0','0','0','0','0','0','0','0','0',,'1','0','0','0','0','0','0','0','0','0',,'Feira de Santana','5',,'24'
'61','31-10-2013 16:35:07','pt-BR',,'31-10-2013 16:35:07','31-10-2013 16:28:32','200.198.222.100','1','1','1','1','1','A2','A3','A3','4','A4','A2','A4','A3','A4','A3','A2',,'A3','A4','A4','A3','A4',,'A3','A3','A2','A2','A4','A4',,'A3','A4','A4','A3','A3',,'Analista de Desenvolvimento','A2',,'1','0','0','0','0','0','0','0','0','0',,'1','1','1','0','0','0','0','0','0','0',,'Salvador','5',,'24'
'63','31-10-2013 16:38:59','pt-BR',,'31-10-2013 16:38:59','31-10-2013 16:30:47','177.135.201.74','1','1','0','1','0','A2','A2','A5','4','A2','A2','A3','A3','A3','A4','A2',,'A2','A4','A3','A2','A2',,'A3','A2','A3','A3','A3','A3',,'A2','A2','A3','A4','A1',,'Analista de Sistemas','A3',,'0','0','0','0','0','0','0','0','0','0','Distribuição','0','0','0','0','0','0','0','0','0','0',,'Feira de Santana','5',,'24'
'65','31-10-2013 16:36:25','pt-BR',,'31-10-2013 16:36:25','31-10-2013 16:31:34','10.65.16.2','1','1','1','1','1','A3','A4','A6','4','A4','A3','A3','A4','A3','A3','A3',,'A4','A3','A2','A2','A2',,'A4','A3','A3','A1','A3','A3',,'A4','A4','A4','A4','A2',,'Professor','A4',,'0','0','0','0','0','0','0','0','1','0',,'0','0','0','0','0','0','0','0','1','0',,'feira de santana','5',,'24'
'66','31-10-2013 16:37:33','pt-BR',,'31-10-2013 16:37:33','31-10-2013 16:31:56','187.12.14.130','1','0','1','0','0','A2','A1','A4','4','A3','A2','A3','A3','A3','A3','A3',,'A3','A2','A2','A3','A3','Custo','A3','A3','A2','A4','A2','A3','baixo custo','A3','A3','A4','A4','A3',,,'A4',,'0','1','0','0','0','0','0','0','0','1',,'0','0','0','0','0','0','0','0','0','1',,'Salvador','5',,'24'
'67','31-10-2013 16:44:38','pt-BR',,'31-10-2013 16:44:38','31-10-2013 16:35:58','200.128.15.130','1','1','0','1','1','A1','A2','A4','3','A2','A3','A3','A2','A4','A2','A2',,'A2','A3','A4','A3','A2',,'A3','A3','A2','A2','A3','A3',,'A2','A1','A2','A3','A1',,'Projetista de Circuitos','A3',,'0','0','0','0','0','1','0','0','0','0','Microeletrônica','0','0','1','1','0','1','0','1','0','1',,'Salvador','5',,'24'
'68','31-10-2013 16:41:32','pt-BR',,'31-10-2013 16:41:32','31-10-2013 16:36:06','177.207.21.218','1','1','0','0','0','A2','A1','A3','4','A4','A3','A4','A4','A4','A4','A3',,'A4','A4','A4','A3','A2',,'A4','A4','A3','A3','A3','A3',,'A3','A4','A2','A3','A1',,'Analista de Suporte','A2',,'0','0','0','0','0','0','0','0','0','0','Varejo','0','0','0','0','0','0','0','0','0','0','Varejo','Salvador','5',,'24'
'69','31-10-2013 16:43:17','pt-BR',,'31-10-2013 16:43:17','31-10-2013 16:38:01','200.232.218.177','1','1','1','0','0','A2','A4','A3','5','A3','A2','A4','A4','A4','A2','A4',,'A3','A3','A3','A2','A2',,'A4','A3','A3','A4','A4','A4',,'A3','A2','A2','A4','A4',,'Administrador de redes','A2',,'0','1','0','0','0','0','0','0','0','1',,'0','1','0','0','0','0','0','0','0','1',,'Presidente Prudente','25',,'24'
'72','31-10-2013 16:46:32','pt-BR',,'31-10-2013 16:46:32','31-10-2013 16:39:46','200.128.15.130','1','1','1','1','0','A2','A2','A4','4','A3','A4','A3','A3','A2','A2','A2',,'A2','A3','A4','A2','A1',,'A3','A2','A1','A2','A3','A4',,'A2','A3','A3','A3','A1',,'Engenheiro de Software','A2',,'0','0','0','0','0','1','0','0','0','0','Microeletrônica','0','0','0','0','0','1','0','0','0','0',,'Salvador','5',,'24'
'75','31-10-2013 16:50:33','pt-BR',,'31-10-2013 16:50:33','31-10-2013 16:45:56','186.215.242.189','1','1','1','1','0','A2','A3','A5','4','A3','A3','A3','A3','A4','A4','A4',,'A3','A4','A4','A4','A3',,'A4','A3','A2','A3','A3','A4',,'A3','A3','A4','A4','A4',,'Analista de Suporte','A2',,'0','0','0','0','0','0','0','1','0','0',,'0','0','0','0','0','0','0','0','0','0',,'Feira de Santana','5',,'24'
'76','31-10-2013 17:10:39','pt-BR',,'31-10-2013 17:10:39','31-10-2013 16:46:40','177.177.20.143','1','1','1','1','1','A2','A1','A4','4','A3','A2','A3','A2','A4','A3','A2',,'A4','A4','A2','A3','A4',,'A4','A3','A4','A1','A3','A3',,'A4','A3','A3','A3','A4',,'Desempregado','A1',,'1','0','0','0','0','0','0','0','0','0',,'1','0','0','0','0','0','0','0','0','0',,'Aracaju','26',,'24'
'77','31-10-2013 16:51:36','pt-BR',,'31-10-2013 16:51:36','31-10-2013 16:46:51','177.73.200.69','2','0','0','0','0',,,,,'A2','A2','A3','A3','A4','A2','A2',,'A2','A4','A4','A4','A2',,'A2','A2','A2','A2','A2','A3',,'A2','A2','A2','A3','A2',,'Professor','A3',,'0','0','0','0','0','0','0','0','1','0',,'0','0','0','0','0','0','0','0','1','0',,'Monteiro','15',,'24'
'78','31-10-2013 16:57:34','pt-BR',,'31-10-2013 16:57:34','31-10-2013 16:46:52','177.135.194.170','1','1','1','0','0','A2','A2','A1','4','A3','A3','A3','A3','A4','A4','A4',,'A2','A4','A3','A2','A4',,'A4','A4','A3','A2','A4','A4',,'A4','A3','A4','A4','A3',,'Analista de Sistemas','A1',,'1','0','0','0','0','0','0','0','0','0',,'1','0','0','0','0','0','0','0','0','0',,'Salvador','5',,'24'
'80','31-10-2013 16:55:23','pt-BR',,'31-10-2013 16:55:23','31-10-2013 16:49:22','177.73.84.44','1','1','1','1','0','A1','A3','A6','4','A2','A1','A4','A1','A4','A4','A4',,'A3','A3','A4','A2','A1',,'A4','A4','A2','A2','A2','A3',,'A4','A2','A1','A4','A2','O preço é fator de grande influência, na minha opinião.','Professor','A3',,'1','1','0','0','0','0','0','0','1','0',,'0','1','0','0','0','0','0','0','0','0',,'Campina Grande','15',,'24'
'82','31-10-2013 16:59:36','pt-BR',,'31-10-2013 16:59:36','31-10-2013 16:53:01','164.85.68.18','1','1','1','1','1','A3','A4','A6','5','A4','A4','A4','A4','A4','A4','A4','O fato de ser aberto e deixar os dados na sua mão. A proteção contra obsolescência e a segurança inerente ao software livre.','A3','A4','A4','A4','A4','Disponibilidade de empresas que dão suporte e tenham equipes preparadas para resolver problemas no código e acresentar novas funcionalidades.','A3','A3','A2','A2','A3','A3',,'A3','A3','A1','A1','A3',,'Analista de sistemas','-oth-',,'0','0','0','1','0','0','0','0','0','0','Oleo e Gas','0','0','0','1','0','0','0','0','0','0',,'Salvador','5',,'24'
'83','31-10-2013 17:10:24','pt-BR',,'31-10-2013 17:10:24','31-10-2013 16:53:08','172.16.0.1','1','1','1','1','1','A1','A2','A6','4','A3','A2','A4','A3','A3','A4','A4',,'A4','A4','A3','A1','A1',,'A1','A1','A1','A1','A1','A1',,'A1','A4','A3','A1','A4',,'Professor','A4',,'0','0','0','0','0','0','0','0','1','0',,'0','0','0','0','0','0','0','0','1','0',,'Feira de Santana','5',,'24'
'84','31-10-2013 17:00:27','pt-BR',,'31-10-2013 17:00:27','31-10-2013 16:53:43','201.83.42.202','1','1','1','1','1','A2','A3','A5','4','A3','A2','A4','A3','A3','A3','A3',,'A2','A3','A3','A3','A3',,'A2','A2','A2','A3','A3','A3',,'A3','A2','A3','A3','A2',,'Desempregado','A1',,'1','1','0','0','0','1','0','0','0','1',,'0','0','0','0','0','0','0','0','0','1',,'São Paulo','25',,'24'
'86','31-10-2013 17:06:52','pt-BR',,'31-10-2013 17:06:52','31-10-2013 17:02:10','187.58.11.77','1','1','0','1','0','A1','A1','A4','4','A2','A2','A3','A3','A1','A1','A2',,'A1','A2','A3','A2','A2',,'A2','A3','A2','A2','A3','A3',,'A2','A2','A3','A4','A1',,,'A1',,'0','1','0','0','0','0','0','0','0','1',,'0','1','0','0','0','0','0','0','0','0',,'Salvador','5',,'24'
'88','31-10-2013 17:16:00','pt-BR',,'31-10-2013 17:16:00','31-10-2013 17:07:18','189.70.213.36','1','0','0','1','1','A3','A1','A5','4','A4','A4','A4','A3','A3','A3','A4',,'A2','A4','A4','A3','A2',,'A4','A4','A3','A2','A3','A4',,'A4','A4','A4','A3','A2',,'Professor','-oth-',,'0','0','0','0','0','0','0','0','1','0',,'0','0','0','0','0','0','0','0','1','0',,'Juazeiro/BA','5',,'24'
'89','31-10-2013 17:16:11','pt-BR',,'31-10-2013 17:16:11','31-10-2013 17:08:47','177.134.242.142','1','0','1','1','0','A1','A2','A5','4','A2','A2','A4','A4','A4','A2','A2',,'A4','A4','A4','A2','A4',,'A4','A4','A4','A2','A3','A4',,'A2','A2','A3','A4','A3',,'Desenvolvedora de Software','A2',,'1','0','0','0','0','0','0','0','0','0',,'0','0','0','0','0','0','0','0','0','0','Varejo e Atacado','Feira de Santana','5',,'24'
'91','31-10-2013 17:24:14','pt-BR',,'31-10-2013 17:24:14','31-10-2013 17:15:28','177.99.92.71','1','1','1','0','0','A1','A2','A3','4','A3','A2','A2','A3','A2','A2','A2',,'A3','A3','A2','A2','A3',,'A2','A3','A3','A3','A2','A3',,'A2','A2','A3','A3','A2',,'Graduando em Eng. Computação e pesquisador.','A2',,'1','0','0','0','0','1','0','0','0','0',,'0','0','0','0','0','0','0','0','0','0',,'Feira de Santana','5',,'24'
'92','31-10-2013 17:27:40','pt-BR',,'31-10-2013 17:27:40','31-10-2013 17:17:52','177.134.253.211','1','1','1','1','0','A1','A4','A6','4','A2','A2','A1','A2','A4','A3','A2','qualidade reconhecida pelos usuarios','A4','A3','A4','A3','A2','equipe com conhecimento adequado','A3','A2','A4','A3','A3','A4','compromisso social','A4','A3','A4','A4','A3','habilidade tecnica','professor','-oth-','20','1','0','0','0','0','0','0','0','1','0',,'0','0','0','0','0','0','0','0','1','0',,'salvador','5',,'24'
'96','31-10-2013 17:42:09','pt-BR',,'31-10-2013 17:42:09','31-10-2013 17:36:00','177.134.242.217','1','0','1','1','0','A1','A3','A2','4','A3','A4','A4','A4','A3','A4','A3',,'A3','A3','A2','A3','A3',,'A4','A4','A1','A1','A3','A3',,'A4','A3','A3','A4','A2',,'graduando em engenharia de computação','A1',,'1','0','0','0','0','1','0','0','0','1',,'1','0','0','0','0','1','0','0','0','1',,'feira de santana','5',,'24'
'101','31-10-2013 18:11:20','pt-BR',,'31-10-2013 18:11:20','31-10-2013 18:03:42','177.42.204.64','1','1','1','1','1','A1','A2','A5','4','A2','A2','A3','A1','A4','A4','A4',,'A3','A4','A4','A3','A3',,'A4','A3','A3','A3','A4','A4',,'A4','A4','A4','A4','A2',,'Líder de Equipe de Desenvolvimento de Software','A1',,'1','0','0','0','0','0','0','0','0','0',,'0','0','0','0','0','0','0','0','0','0','mercado imobiliário, mídias, esportes','Salvador','5',,'24'
'102','31-10-2013 18:11:43','pt-BR',,'31-10-2013 18:11:43','31-10-2013 18:05:54','177.134.231.199','1','1','1','1','0','A2','A2','A4','4','A3','A2','A4','A4','A4','A3','A3','A possibilidade de customizar um componente de código aberto de forma a adapta-lo a sua necessidade','A3','A4','A3','A4','A3',,'A4','A2','A3','A4','A3','A4',,'A4','A4','A3','A3','A3',,'Desenvolvedor Mobile','A1',,'1','0','0','0','0','0','0','0','0','0',,'1','0','0','0','0','0','0','0','0','0',,'Salvador','5',,'24'
'103','31-10-2013 18:21:35','pt-BR',,'31-10-2013 18:21:35','31-10-2013 18:10:53','200.241.192.62','1','0','0','1','0','A1','A1','A5','4','A2','A2','A3','A1','A4','A4','A4',,'A2','A4','A3','A4','A4',,'A4','A1','A1','A2','A4','A4',,'A4','A3','A2','A4','A1',,'Analista de Requisitos','A3',,'0','0','0','0','0','0','0','0','0','0','Judiciário','0','0','0','0','0','0','0','0','0','0','Judiciário','João Pessoa','15',,'24'
